"","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","booking.status","reservation_month","reservation_day","reservation_weekday"
"3939",2,2,1,2,"Meal Plan 1",0,"Room_Type 6",118,"Online",0,0,0,183.3,0,1,"07","29","Sunday"
"3940",2,0,1,3,"Meal Plan 1",0,"Room_Type 2",352,"Online",0,0,0,73.74,0,1,"12","29","Saturday"
"3941",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",114,"Offline",0,0,0,75,1,0,"06","01","Friday"
"3942",2,0,2,1,"Meal Plan 1",0,"Room_Type 2",44,"Offline",0,0,0,95,0,0,"04","23","Monday"
"3943",3,0,0,3,"Meal Plan 1",0,"Room_Type 1",85,"Offline",0,0,0,114.4,1,0,"03","30","Friday"
"3944",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",0,0,0,65,0,0,"09","07","Thursday"
"3945",2,0,0,2,"Meal Plan 1",1,"Room_Type 1",9,"Online",0,0,0,99,3,0,"08","20","Sunday"
"3946",2,0,0,2,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,91.2,0,0,"09","29","Friday"
"3947",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",68,"Online",0,0,0,105.3,1,0,"07","18","Wednesday"
"3948",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",235,"Online",0,0,0,73.95,1,1,"11","29","Thursday"
"3949",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,"Online",0,0,0,115,1,1,"09","13","Thursday"
"3950",2,1,1,2,"Meal Plan 1",0,"Room_Type 1",51,"Online",0,0,0,152.1,1,0,"08","22","Wednesday"
"3951",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",164,"Online",0,0,0,99.45,0,1,"05","02","Wednesday"
"3952",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,101,2,0,"04","04","Wednesday"
"3953",2,1,2,1,"Meal Plan 1",0,"Room_Type 1",10,"Online",0,0,0,109,2,0,"02","20","Tuesday"
"3954",2,0,0,5,"Not Selected",0,"Room_Type 1",7,"Online",0,0,0,140,1,0,"10","04","Thursday"
"3955",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",122,"Offline",0,0,0,110.24,0,0,"04","02","Monday"
"3956",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",256,"Online",0,0,0,100.75,0,1,"10","16","Tuesday"
"3957",2,0,2,0,"Not Selected",0,"Room_Type 1",74,"Online",0,0,0,79.2,2,0,"11","13","Tuesday"
"3958",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",82,"Online",0,0,0,103.7,1,1,"04","14","Saturday"
"3959",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",7,"Corporate",0,0,0,65,0,0,"08","19","Saturday"
"3960",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",45,"Online",0,0,0,101.7,1,1,"06","20","Wednesday"
"3961",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",72,"Online",0,0,0,175.5,2,0,"11","09","Friday"
"3962",2,0,2,3,"Meal Plan 1",1,"Room_Type 4",17,"Online",0,0,0,107.09,2,0,"12","02","Sunday"
"3963",2,2,2,4,"Meal Plan 1",0,"Room_Type 6",13,"Online",0,0,0,147.9,0,1,"11","13","Tuesday"
"3964",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",418,"Online",0,0,0,75,0,1,"09","26","Wednesday"
"3965",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",38,"Online",0,0,0,118,2,0,"11","04","Sunday"
"3966",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",125,"Online",0,0,0,90,2,0,"11","01","Thursday"
"3967",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",28,"Corporate",0,0,0,67,0,0,"07","14","Saturday"
"3968",2,0,2,0,"Meal Plan 1",0,"Room_Type 4",12,"Online",0,0,0,164,0,1,"09","25","Tuesday"
"3969",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,75.24,0,0,"09","07","Thursday"
"3970",1,0,1,0,"Not Selected",0,"Room_Type 1",24,"Online",0,0,0,60.06,1,0,"11","20","Tuesday"
"3971",1,0,2,2,"Meal Plan 1",0,"Room_Type 4",6,"Online",0,0,0,156.5,1,0,"07","03","Tuesday"
"3972",2,0,2,0,"Meal Plan 2",0,"Room_Type 1",75,"Online",0,0,0,105,0,1,"10","30","Tuesday"
"3973",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",3,"Online",0,0,0,80.8,0,0,"02","25","Sunday"
"3974",0,2,0,2,"Meal Plan 1",0,"Room_Type 2",66,"Online",0,0,0,108,1,0,"10","20","Saturday"
"3975",2,0,0,4,"Not Selected",0,"Room_Type 1",48,"Online",0,0,0,51.09,0,0,"02","24","Saturday"
"3976",0,2,2,2,"Meal Plan 1",0,"Room_Type 2",241,"Online",0,0,0,81.76,1,0,"10","29","Monday"
"3977",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",62,"Online",0,0,0,149.4,0,0,"09","18","Tuesday"
"3978",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",45,"Online",0,0,0,112.8,1,1,"04","17","Tuesday"
"3979",3,0,0,1,"Meal Plan 2",0,"Room_Type 4",133,"Online",0,0,0,189,0,1,"07","23","Monday"
"3980",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",56,"Online",0,0,0,97.2,0,0,"11","11","Sunday"
"3981",3,0,2,5,"Meal Plan 2",0,"Room_Type 4",54,"Online",0,0,0,208.41,1,1,"08","24","Friday"
"3982",2,0,0,3,"Not Selected",0,"Room_Type 1",35,"Online",0,0,0,67.5,0,1,"02","11","Sunday"
"3983",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",157,"Online",0,0,0,90,1,0,"03","19","Monday"
"3984",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",85,"Online",0,0,0,57,0,1,"02","06","Tuesday"
"3985",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",152,"Offline",0,0,0,72.25,0,0,"08","01","Wednesday"
"3986",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",39,"Online",0,0,0,81.9,0,0,"03","14","Wednesday"
"3987",1,0,2,4,"Meal Plan 1",0,"Room_Type 1",69,"Online",0,0,0,120,0,1,"06","12","Tuesday"
"3988",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",30,"Online",0,0,0,65.06,1,0,"02","21","Wednesday"
"3989",2,1,2,1,"Not Selected",0,"Room_Type 1",67,"Online",0,0,0,112.9,3,0,"12","05","Tuesday"
"3990",1,0,0,1,"Not Selected",0,"Room_Type 1",36,"Online",0,0,0,102.6,2,0,"10","13","Saturday"
"3991",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",121,"Online",0,0,0,90,0,1,"06","24","Sunday"
"3992",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",164,"Online",0,0,0,115,0,1,"10","16","Tuesday"
"3993",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",18,"Online",0,0,0,101,2,0,"11","11","Saturday"
"3994",2,0,0,1,"Not Selected",0,"Room_Type 1",6,"Online",0,0,0,149,1,0,"09","16","Sunday"
"3995",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",103,"Online",0,0,0,115,0,1,"04","19","Thursday"
"3996",2,0,0,1,"Meal Plan 2",0,"Room_Type 1",100,"Online",0,0,0,108,0,1,"10","16","Monday"
"3997",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,"Offline",0,0,0,120,0,0,"06","14","Thursday"
"3998",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",105,"Online",0,0,0,75,0,1,"10","12","Friday"
"3999",3,0,2,0,"Meal Plan 1",0,"Room_Type 1",37,"Online",0,0,0,150.3,0,1,"04","03","Tuesday"
"4000",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,109,0,0,"08","14","Monday"
"4001",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",44,"Online",0,0,0,101.52,0,0,"09","20","Thursday"
"4002",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",291,"Online",0,0,0,115,0,1,"08","19","Sunday"
"4003",2,0,0,2,"Not Selected",0,"Room_Type 2",99,"Online",0,0,0,85.5,1,1,"04","08","Sunday"
"4004",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",33,"Online",0,0,0,103.05,1,0,"04","16","Monday"
"4005",3,0,2,3,"Meal Plan 2",0,"Room_Type 1",165,"Online",0,0,0,180.2,0,1,"08","19","Sunday"
"4006",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",90,"Online",0,0,0,72.25,2,0,"11","24","Friday"
"4007",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",159,"Online",0,0,0,144,0,1,"09","19","Wednesday"
"4008",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",47,"Online",0,0,0,55.24,0,0,"01","30","Tuesday"
"4009",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",138,"Online",0,0,0,90.95,0,0,"04","23","Monday"
"4010",2,2,2,5,"Meal Plan 1",1,"Room_Type 6",61,"Online",0,0,0,207.64,1,0,"09","07","Friday"
"4011",2,0,1,1,"Meal Plan 2",0,"Room_Type 1",16,"Offline",0,0,0,104,0,0,"08","15","Tuesday"
"4012",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",13,"Online",0,0,0,80,1,1,"08","20","Sunday"
"4013",3,0,2,3,"Meal Plan 1",0,"Room_Type 4",55,"Online",0,0,0,124.1,2,0,"03","20","Tuesday"
"4014",2,0,1,4,"Meal Plan 1",0,"Room_Type 4",12,"Online",0,0,0,140,0,1,"03","30","Friday"
"4015",1,0,1,1,"Not Selected",0,"Room_Type 1",13,"Online",0,0,0,78,0,0,"12","19","Wednesday"
"4016",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",1,0,5,65,0,0,"05","02","Wednesday"
"4017",2,1,0,2,"Meal Plan 1",0,"Room_Type 1",70,"Offline",0,0,0,80.33,0,0,"12","09","Sunday"
"4018",2,1,0,1,"Meal Plan 1",0,"Room_Type 1",11,"Online",0,0,0,124,0,0,"12","06","Thursday"
"4019",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",29,"Online",0,0,0,130.68,1,0,"07","18","Wednesday"
"4020",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",304,"Online",0,0,0,89,0,1,"11","03","Saturday"
"4021",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",13,"Offline",0,0,0,85,0,0,"03","20","Tuesday"
"4022",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",69,"Online",0,0,0,110.08,2,0,"04","17","Tuesday"
"4023",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",79,"Online",0,0,0,87.3,1,0,"03","28","Wednesday"
"4024",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",82,"Offline",0,0,0,90.95,0,0,"05","21","Monday"
"4025",2,0,1,3,"Not Selected",0,"Room_Type 1",84,"Online",0,0,0,79.43,2,0,"10","31","Wednesday"
"4026",1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,"Online",0,0,0,110,0,1,"07","06","Friday"
"4027",2,0,2,5,"Not Selected",0,"Room_Type 1",258,"Online",0,0,0,90.1,0,1,"10","02","Tuesday"
"4028",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",114,"Offline",0,0,0,115.6,1,0,"05","15","Tuesday"
"4029",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",114,"Online",0,0,0,81.26,0,0,"07","11","Wednesday"
"4030",2,0,2,5,"Meal Plan 1",0,"Room_Type 4",123,"Offline",0,0,0,91.7,0,0,"08","01","Wednesday"
"4031",2,0,0,3,"Not Selected",0,"Room_Type 1",20,"Online",0,0,0,81.3,0,0,"12","07","Friday"
"4032",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,"Offline",0,0,0,109,0,0,"09","18","Monday"
"4033",3,0,0,3,"Meal Plan 1",0,"Room_Type 1",40,"Online",0,0,0,99.71,2,0,"10","07","Saturday"
"4034",2,0,2,5,"Meal Plan 1",0,"Room_Type 4",146,"Online",0,0,0,116.23,3,0,"08","20","Monday"
"4035",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",24,"Online",0,0,0,187,0,1,"07","26","Thursday"
"4036",1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,"Online",0,0,0,110,0,1,"07","06","Friday"
"4037",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,91,0,0,"01","22","Monday"
"4038",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",2,"Corporate",1,1,5,67,1,0,"05","04","Friday"
"4039",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,"Offline",1,1,0,90,0,0,"10","06","Friday"
"4040",1,0,2,3,"Meal Plan 1",0,"Room_Type 1",269,"Offline",0,0,0,70,0,0,"12","29","Saturday"
"4041",2,0,1,1,"Not Selected",0,"Room_Type 1",268,"Online",0,0,0,95.4,0,1,"10","01","Monday"
"4042",2,0,0,1,"Meal Plan 1",0,"Room_Type 6",25,"Online",0,0,0,221,0,1,"05","19","Saturday"
"4043",2,1,1,2,"Meal Plan 1",0,"Room_Type 4",48,"Online",0,0,0,138.6,1,0,"12","23","Sunday"
"4044",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",86,"Offline",0,0,0,87.5,0,0,"09","24","Sunday"
"4045",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",0,"Offline",0,0,0,120,0,0,"09","12","Wednesday"
"4046",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Offline",0,0,0,109.65,0,0,"10","13","Saturday"
"4047",2,0,4,11,"Not Selected",0,"Room_Type 1",35,"Online",0,0,0,74.8,2,1,"11","29","Thursday"
"4048",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",13,"Online",0,0,0,85.32,0,0,"05","30","Wednesday"
"4049",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",140,"Offline",0,0,0,80.75,0,0,"06","15","Friday"
"4050",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",6,"Online",0,0,0,91.44,1,0,"04","22","Sunday"
"4051",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",49,"Online",0,0,0,158.4,1,1,"10","15","Monday"
"4052",3,0,0,1,"Meal Plan 1",0,"Room_Type 4",203,"Online",0,0,0,137.7,1,1,"08","27","Monday"
"4053",2,0,1,2,"Not Selected",0,"Room_Type 1",13,"Online",0,0,0,140,2,0,"10","17","Wednesday"
"4054",2,0,1,2,"Not Selected",0,"Room_Type 1",52,"Online",0,0,0,94.5,0,1,"07","18","Wednesday"
"4055",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Complementary",1,0,2,0,0,0,"09","22","Friday"
"4056",2,0,0,2,"Not Selected",0,"Room_Type 1",18,"Online",0,0,0,81,0,0,"02","26","Monday"
"4057",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",58,"Online",0,0,0,93.6,1,0,"12","09","Sunday"
"4058",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",129,"Online",0,0,0,99.45,0,0,"05","10","Thursday"
"4059",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",163,"Online",0,0,0,126.9,2,1,"09","12","Wednesday"
"4060",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",66,"Online",0,0,0,88.4,3,0,"11","25","Sunday"
"4061",1,0,0,3,"Meal Plan 2",0,"Room_Type 1",13,"Offline",0,0,0,73,0,0,"04","26","Thursday"
"4062",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",56,"Offline",0,0,0,120,0,0,"06","08","Friday"
"4063",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,149,1,0,"07","05","Thursday"
"4064",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,"Online",0,0,0,112,1,1,"06","15","Friday"
"4065",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",3,"Offline",0,0,0,85,0,0,"02","13","Tuesday"
"4066",2,0,0,4,"Not Selected",1,"Room_Type 1",8,"Online",0,0,0,148,1,0,"08","09","Thursday"
"4067",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",41,"Offline",0,0,0,112,1,0,"11","03","Saturday"
"4068",2,0,2,4,"Not Selected",0,"Room_Type 1",16,"Online",0,0,0,74.8,2,1,"11","13","Tuesday"
"4069",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",7,"Corporate",1,0,5,67,1,0,"11","17","Saturday"
"4070",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",157,"Offline",0,0,0,72.25,1,0,"07","07","Saturday"
"4071",2,0,1,2,"Not Selected",0,"Room_Type 1",27,"Online",0,0,0,115,1,0,"09","18","Monday"
"4072",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",71,"Online",0,0,0,119.85,1,0,"05","30","Wednesday"
"4073",2,0,0,2,"Not Selected",0,"Room_Type 1",16,"Online",0,0,0,140,2,0,"10","21","Sunday"
"4074",2,0,1,3,"Not Selected",0,"Room_Type 1",18,"Offline",0,0,0,66.25,0,0,"11","07","Wednesday"
"4075",1,0,0,2,"Meal Plan 1",0,"Room_Type 5",5,"Corporate",1,0,12,106,0,0,"05","04","Friday"
"4076",2,0,1,2,"Not Selected",0,"Room_Type 1",17,"Online",0,0,0,92.67,0,0,"12","09","Sunday"
"4077",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",159,"Online",0,0,0,130.14,2,1,"09","16","Sunday"
"4078",1,0,1,1,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,95,1,0,"04","18","Wednesday"
"4079",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",53,"Online",0,0,0,80.2,0,0,"02","27","Tuesday"
"4080",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",35,"Online",0,0,0,129,1,0,"10","28","Sunday"
"4081",2,1,1,3,"Meal Plan 1",0,"Room_Type 1",235,"Online",0,0,0,106.25,0,1,"10","27","Saturday"
"4082",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",6,"Online",0,0,0,107,2,0,"02","19","Monday"
"4083",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,"Offline",0,0,0,100,0,0,"10","15","Sunday"
"4084",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Offline",0,0,0,87,0,0,"10","16","Monday"
"4085",2,1,0,3,"Meal Plan 1",0,"Room_Type 1",38,"Online",0,0,0,133.8,0,1,"03","24","Saturday"
"4086",2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,"Online",0,0,0,115,1,1,"06","06","Wednesday"
"4087",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,"Offline",0,0,0,95,0,0,"06","24","Sunday"
"4088",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",96,"Online",0,0,0,110.97,0,1,"10","26","Friday"
"4089",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",44,"Offline",0,0,0,75,0,0,"02","17","Saturday"
"4090",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,"Offline",0,0,0,101.5,0,0,"09","18","Monday"
"4091",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",125,"Online",0,0,0,99.9,0,0,"07","29","Sunday"
"4092",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",22,"Offline",0,0,0,85,0,0,"10","05","Friday"
"4093",2,0,0,3,"Meal Plan 2",0,"Room_Type 1",34,"Online",0,0,0,224.67,0,1,"09","23","Saturday"
"4094",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",275,"Online",0,0,0,90,0,1,"10","05","Friday"
"4095",2,1,3,6,"Meal Plan 1",0,"Room_Type 4",199,"Online",0,0,0,94.51,2,0,"07","23","Monday"
"4096",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,"Offline",0,0,0,100,0,0,"10","02","Monday"
"4097",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",286,"Online",0,0,0,78.3,2,0,"12","09","Sunday"
"4098",2,0,0,1,"Not Selected",0,"Room_Type 1",115,"Online",0,0,0,108,0,1,"10","13","Saturday"
"4099",3,0,0,4,"Meal Plan 1",0,"Room_Type 6",31,"Online",0,0,0,152.81,1,1,"09","07","Friday"
"4100",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,"Offline",0,0,0,95,0,0,"10","13","Saturday"
"4101",2,0,0,2,"Not Selected",0,"Room_Type 1",86,"Online",0,0,0,107.1,1,0,"08","12","Sunday"
"4102",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",171,"Online",0,0,0,99.45,1,0,"08","11","Saturday"
"4103",1,0,0,2,"Meal Plan 1",1,"Room_Type 1",6,"Corporate",1,2,23,68,1,0,"03","01","Thursday"
"4104",1,0,1,1,"Meal Plan 1",0,"Room_Type 1",18,"Online",0,0,0,86,1,0,"02","20","Tuesday"
"4105",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",251,"Online",0,0,0,79.29,0,1,"12","31","Monday"
"4106",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,"Offline",0,0,0,105,0,0,"10","13","Saturday"
"4107",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Offline",0,0,0,103.2,0,0,"05","18","Friday"
"4108",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",286,"Online",0,0,0,90,0,1,"10","16","Tuesday"
"4109",2,2,1,2,"Meal Plan 1",0,"Room_Type 6",58,"Online",0,0,0,198,2,0,"10","21","Sunday"
"4110",3,0,0,4,"Meal Plan 1",0,"Room_Type 4",87,"Online",0,0,0,146.7,1,0,"06","29","Friday"
"4111",2,0,1,1,"Meal Plan 1",0,"Room_Type 4",6,"Online",0,0,0,126,1,0,"05","09","Wednesday"
"4112",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",433,"Online",0,0,0,70,0,1,"09","08","Saturday"
"4113",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",19,"Corporate",0,0,0,95,1,0,"10","27","Friday"
"4114",2,0,2,4,"Not Selected",0,"Room_Type 1",133,"Online",0,0,0,74.8,2,1,"12","22","Saturday"
"4115",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,"Offline",0,0,0,90,0,0,"06","15","Friday"
"4116",2,0,1,2,"Meal Plan 2",0,"Room_Type 1",309,"Online",0,0,0,101,0,1,"05","13","Sunday"
"4117",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Online",0,0,0,101.5,0,1,"10","16","Monday"
"4118",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,"Offline",0,0,0,73,0,0,"11","20","Monday"
"4119",1,0,2,4,"Meal Plan 1",0,"Room_Type 4",71,"Online",0,0,0,132.6,0,0,"05","07","Monday"
"4120",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",1,"Online",0,0,0,155,2,0,"10","07","Saturday"
"4121",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,121,0,0,"06","11","Monday"
"4122",2,0,1,1,"Meal Plan 1",0,"Room_Type 4",31,"Online",0,0,0,107.1,0,1,"06","20","Wednesday"
"4123",1,0,2,5,"Meal Plan 1",0,"Room_Type 1",231,"Online",0,0,0,69.58,0,1,"12","27","Thursday"
"4124",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,"Offline",0,0,0,76,0,0,"02","28","Wednesday"
"4125",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",289,"Offline",0,0,0,67,0,0,"10","17","Tuesday"
"4126",2,0,1,4,"Meal Plan 2",1,"Room_Type 1",49,"Online",0,0,0,170.1,1,0,"05","09","Wednesday"
"4127",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,"Online",0,0,0,93,2,0,"01","25","Thursday"
"4128",2,1,2,2,"Meal Plan 1",0,"Room_Type 1",33,"Online",0,0,0,143.1,0,1,"05","01","Tuesday"
"4129",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,"Online",0,0,0,130,0,1,"06","15","Friday"
"4130",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",132,"Offline",0,0,0,72.25,0,0,"07","14","Saturday"
"4131",1,0,0,0,"Meal Plan 1",0,"Room_Type 1",42,"Online",0,0,0,0,0,0,"11","07","Wednesday"
"4132",2,0,0,2,"Not Selected",0,"Room_Type 1",3,"Online",0,0,0,139,0,1,"07","08","Sunday"
"4133",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",49,"Online",0,0,0,159.3,2,0,"05","07","Monday"
"4134",2,1,0,4,"Meal Plan 1",0,"Room_Type 1",16,"Online",0,0,0,109,2,0,"02","17","Saturday"
"4135",2,0,4,6,"Meal Plan 1",0,"Room_Type 4",175,"Online",0,0,0,99.45,1,0,"07","10","Tuesday"
"4136",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",124,"Offline",0,0,0,94.5,0,0,"08","08","Tuesday"
"4137",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",181,"Online",0,0,0,76.5,0,1,"07","01","Saturday"
"4138",2,0,1,2,"Not Selected",0,"Room_Type 1",62,"Online",0,0,0,69.5,1,0,"03","04","Sunday"
"4139",3,0,1,2,"Meal Plan 1",0,"Room_Type 4",250,"Online",0,0,0,128.7,1,1,"10","24","Wednesday"
"4140",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",63,"Online",0,0,0,159.3,0,1,"06","08","Friday"
"4141",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",275,"Online",0,0,0,90,0,1,"10","05","Friday"
"4142",2,1,1,0,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,127,0,0,"06","26","Tuesday"
"4143",2,0,0,1,"Not Selected",0,"Room_Type 1",7,"Online",0,0,0,99,1,0,"07","20","Friday"
"4144",3,0,2,5,"Meal Plan 1",0,"Room_Type 4",72,"Online",0,0,0,126.64,0,1,"10","31","Wednesday"
"4145",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",130,"Online",0,0,0,105.3,1,1,"05","05","Saturday"
"4146",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",185,"Online",0,0,0,113.4,2,1,"10","10","Wednesday"
"4147",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,91,0,0,"02","16","Friday"
"4148",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",147,"Online",0,0,0,129.6,2,0,"09","25","Tuesday"
"4149",1,0,1,0,"Not Selected",0,"Room_Type 1",180,"Online",0,0,0,98.1,1,1,"10","10","Wednesday"
"4150",2,2,0,3,"Meal Plan 1",0,"Room_Type 1",86,"Online",0,0,0,122,0,1,"12","08","Saturday"
"4151",2,2,1,2,"Meal Plan 1",0,"Room_Type 7",4,"Online",0,0,0,306,3,0,"07","08","Sunday"
"4152",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",3,"Online",0,0,0,132.6,2,0,"05","16","Wednesday"
"4153",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",33,"Online",0,0,0,207.9,1,0,"07","29","Sunday"
"4154",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,69.01,0,0,"06","09","Saturday"
"4155",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",131,"Online",0,0,0,115.94,0,1,"06","19","Tuesday"
"4156",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",6,"Offline",0,0,0,70,0,0,"02","21","Wednesday"
"4157",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",48,"Offline",0,0,0,85.5,1,0,"10","21","Sunday"
"4158",2,0,1,2,"Meal Plan 1",0,"Room_Type 2",1,"Complementary",0,0,0,0,0,0,"08","14","Monday"
